episode_length,steps_per_second,epsilon,speaker_reward,_step,episode_reward,average_reward_last_10,speaker_q_values,listener_reward,global_step,_timestamp,_runtime,listener_loss,speaker_action_distribution_table,listener_action_distribution_table,listener_q_values,speaker_loss,run_name
,2.0,0.05,,5610,,-45.474015219498405,-1.5009268522262573,,5610,1755677344.300838,2513.4961063,0.02847019024193287,,,-0.9676349759101868,0.05368681997060776,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5640,,-41.053030782594774,-1.613426685333252,,5640,1755677357.999335,2526.9455356,0.026128001511096954,,,-1.0081651210784912,0.06245492398738861,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5660,,-42.33092946176596,-1.6107814311981201,,5660,1755677367.1740274,2536.5542712,0.02574014663696289,,,-1.0592397451400757,0.054573290050029755,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5740,,-61.858685514945954,-1.7401479482650757,,5740,1755677405.948828,2575.4771141,0.031460538506507874,,,-1.2129149436950684,0.052542734891176224,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5750,,-58.86012209479719,-1.5935046672821045,,5750,1755677410.8381014,2580.3367485,0.03846405819058418,,,-1.0955405235290527,0.06013805791735649,ma_dqn_hypergraph_gat__1__1755674832
25.0,,0.05,-3.3234004536608506,5774,-26.13158336500615,,,-3.3234004536608506,5774,1755677424.79735,2593.4494388,,"{'_latest_artifact_path': 'wandb-client-artifact://idudiy239kg0rnkbrfe2oom28q9piwemxszjka0knf2frj5s63j2nlpazj32cdsasjhqdi394cq4dpdcwl75cip45b9f163h6fmo66q4stq2fvp7ytyt9aec21hb1efr:latest/speaker_action_distribution_table.table.json', 'log_mode': 'IMMUTABLE', 'sha256': '215de02ece72857c86367fb709ac9b4287813cb3c42212e8a415e7fd70fd3fb0', 'ncols': 2, 'path': 'media/table/speaker_action_distribution_table_5774_215de02ece72857c8636.table.json', 'artifact_path': 'wandb-client-artifact://oudvptuc8aktnchvmepcgk8khazqbl7qd6sdhs5k0y92yq2y3xgtzmiuchqq5k5mp34c8ctabp7c7abcb347gm1gn8nt7yl4x5qul7j7xubcoz3nr5otrp1bspmkbv9q/speaker_action_distribution_table.table.json', 'size': 82, '_type': 'table-file', 'nrows': 3}","{'_type': 'table-file', 'path': 'media/table/listener_action_distribution_table_5774_aa25c809d8ca10b83449.table.json', 'ncols': 2, '_latest_artifact_path': 'wandb-client-artifact://cxg9p4uyyyeh8arkt5z78fo8zy0t5aw1nze9p1qgy9zt0gyo5rbcf621dv9wbj7x0cclko9pcar6f0ycy3jnmywvamr9og5v7phkyx3o8lvwkivc33x9iah8parfnkau:latest/listener_action_distribution_table.table.json', 'log_mode': 'IMMUTABLE', 'nrows': 5, 'artifact_path': 'wandb-client-artifact://h6k35npzy2iybn6pkcopc1smtjzqsefdg09xf8skbrt14ko3d1ppwggwigs97gqeeav6g64djdmyapzyrr2exhx8sjbb66cpbsr4manmbhog85bmmqqwf4e644p4lcb2/listener_action_distribution_table.table.json', 'sha256': 'aa25c809d8ca10b8344942d23eb9787ee63ef76a2f8dcbf4a714a7d09a292b98', 'size': 107}",,,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5790,,-55.32347398002272,-1.721850872039795,,5790,1755677433.6484177,2603.6271346,0.0501217283308506,,,-1.044988751411438,0.051959775388240814,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5810,,-68.88418216775446,-1.6736133098602295,,5810,1755677443.9639835,2613.4198791,0.028883781284093857,,,-1.1096166372299194,0.08693451434373856,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5840,,-75.04431322553613,-1.6904544830322266,,5840,1755677458.9499187,2628.682565,0.022776879370212555,,,-1.1440857648849487,0.0584125742316246,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5860,,-76.03712943271469,-1.5524306297302246,,5860,1755677469.1127748,2638.6384333,0.032150208950042725,,,-1.019331455230713,0.07475801557302475,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5870,,-76.03712943271469,-1.6198822259902954,,5870,1755677473.9985423,2643.7076329,0.028444357216358185,,,-1.1026639938354492,0.04915601760149002,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5880,,-76.49393463368861,-1.4904347658157349,,5880,1755677479.067564,2648.5845336,0.03158409893512726,,,-0.9064028263092041,0.05376917123794556,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5910,,-80.85214416677132,-1.5949738025665283,,5910,1755677494.155941,2663.6568766,0.025920648127794266,,,-1.0373042821884155,0.07941179722547531,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5920,,-80.85214416677132,-1.623184323310852,,5920,1755677499.0178485,2668.9070554,0.04557079076766968,,,-1.0679200887680054,0.0670195072889328,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5930,,-75.71512152176055,-1.601284384727478,,5930,1755677504.2676613,2673.5559284,0.02532682567834854,,,-1.0904027223587036,0.04593624547123909,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,5960,,-56.48653634514083,-1.5929161310195923,,5960,1755677518.9312818,2688.3517729,0.023426603525877,,,-1.0272610187530518,0.05324334651231766,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6020,,-58.04221359663698,-1.7308268547058105,,6020,1755677547.7208474,2713.7014699,0.030305568128824234,,,-1.1574223041534424,0.04482431709766388,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6040,,-58.988164322424495,-1.580630898475647,,6040,1755677560.5620754,2730.5657711,0.030601806938648224,,,-1.0530169010162354,0.056870657950639725,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6060,,-44.06146216782456,-1.645450472831726,,6060,1755677570.4319897,2739.9258225,0.025776952505111694,,,-1.1168782711029053,0.05282552167773247,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6070,,-44.06146216782456,-1.64198899269104,,6070,1755677575.286413,2745.0019184,0.02954818122088909,,,-1.10585618019104,0.07689432799816132,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6090,,-37.907393659107825,-1.5046480894088745,,6090,1755677585.3398635,2755.1472924,0.027659092098474503,,,-1.0030993223190308,0.05912000313401222,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6100,,-40.29028181549075,-1.7040632963180542,,6100,1755677590.5075738,2760.1211025,0.027953743934631348,,,-1.145139455795288,0.057266637682914734,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6120,,-40.29028181549075,-1.7360725402832031,,6120,1755677600.2006302,2769.6742075,0.027348026633262634,,,-1.0857001543045044,0.06246107071638107,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6140,,-50.79140757075576,-1.813518762588501,,6140,1755677609.9729395,2779.5630601,0.03365357220172882,,,-1.1625932455062866,0.04949107766151428,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6150,,-46.92283788231517,-1.6630423069000244,,6150,1755677614.9237413,2784.5211855,0.02485303394496441,,,-1.1520949602127075,0.07178886234760284,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6170,,-46.92283788231517,-1.5722543001174927,,6170,1755677624.791051,2794.2815739,0.022277332842350006,,,-1.0421714782714844,0.03504735231399536,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6190,,-61.55406013896477,-1.5927891731262207,,6190,1755677634.6042795,2804.1062656,0.03268233314156532,,,-0.9942303895950317,0.06726154685020447,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6220,,-59.82922090646802,-1.597776174545288,,6220,1755677648.8623838,2818.4630932,0.03341148793697357,,,-1.0791029930114746,0.06333599984645844,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6240,,-57.73706488688648,-1.7455759048461914,,6240,1755677658.6198297,2827.9363206,0.0166156068444252,,,-1.1230400800704956,0.05249549448490143,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6270,,-50.491924267524226,-1.576188564300537,,6270,1755677672.9572325,2838.9096728,0.031835973262786865,,,-1.084551215171814,0.03999657928943634,ma_dqn_hypergraph_gat__1__1755674832
25.0,,0.05,-18.165317176301674,6274,-210.33013917797274,,,-18.165317176301674,6274,1755677676.64012,2845.1243372,,"{'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://7uyyxmjs44xg1gmjqcpjyahfp0m7ats48ex7tu7dhxhvov40f7387s69mu2inrsgjz0wgxqkreffyf2qvic1i3miydi3tncji3lunwoeekn6z4sdjsj19bc6m7h8rj99/speaker_action_distribution_table.table.json', '_type': 'table-file', 'nrows': 3, 'path': 'media/table/speaker_action_distribution_table_6274_0878852761ad8b653464.table.json', 'size': 83, 'sha256': '0878852761ad8b653464a848e13bb9b321739617a76c931e901fbe64decc9452', '_latest_artifact_path': 'wandb-client-artifact://bidh53x4tzegdgc7smggk9ujyfg4k2lk5p9bq9hrs3w7qdi6dc6cgrv6ti2k854j4sy0h4795d6sbjl2vwypzdrx1k283x5xfryghpjf4sea8jz36j71ko54cgouoimh:latest/speaker_action_distribution_table.table.json', 'ncols': 2}","{'log_mode': 'IMMUTABLE', 'path': 'media/table/listener_action_distribution_table_6274_1707805e7b9a3265fc4f.table.json', 'ncols': 2, '_latest_artifact_path': 'wandb-client-artifact://v59lnr2sgyi8k13e2q99r8yapgq5kg9o56t7nfu9kq568wvezgco3j5phsxcarykn6qwyts6gviwojc1272i4ulzj7taq03atytdunfi8zxa1mbu7351uuua2wpsq1lo:latest/listener_action_distribution_table.table.json', 'sha256': '1707805e7b9a3265fc4fc74fb505c5be6692dac3fe3b9fdc29828ba3f24986a1', 'nrows': 5, 'artifact_path': 'wandb-client-artifact://5x2igiu22a4igaj0akqeys0epxi87pk9suem3d6rs4uhtgegrg6qdqbxkfjsxekpnk409lw61ok364729ulnbcjv71vm0xhk62u2m2vf7nbqjoalwbls30km6immn020/listener_action_distribution_table.table.json', 'size': 108, '_type': 'table-file'}",,,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6280,,-67.96582912303337,-1.5632565021514893,,6280,1755677680.4851341,2850.0414479,0.01944521814584732,,,-1.0374268293380737,0.04346782714128494,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6290,,-67.96582912303337,-1.5988361835479736,,6290,1755677685.4023993,2855.1695207,0.03381372615695,,,-1.0494945049285889,0.0701790302991867,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6300,,-76.12829824974409,-1.6430048942565918,,6300,1755677690.5304782,2860.1759426,0.04308224096894264,,,-1.0857608318328857,0.055653564631938934,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6330,,-76.61421643050475,-1.7188793420791626,,6330,1755677705.5560997,2875.2598047,0.03000527061522007,,,-1.1455634832382202,0.05665259063243866,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6350,,-72.86576695434147,-1.7520501613616943,,6350,1755677715.8421922,2885.3729408,0.03530608117580414,,,-1.1984527111053467,0.07917501032352448,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6360,,-72.86576695434147,-1.807212233543396,,6360,1755677720.7328584,2890.2556985,0.04509121924638748,,,-1.1557174921035767,0.07386302202939987,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6370,,-72.86576695434147,-1.5894662141799927,,6370,1755677725.6163676,2895.2195036,0.025354892015457153,,,-0.9975646138191223,0.03803570568561554,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6380,,-65.24350729964694,-1.7296040058135986,,6380,1755677730.579619,2900.0269816,0.02244528941810131,,,-1.0787678956985474,0.055519796907901764,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6390,,-65.24350729964694,-1.5428322553634644,,6390,1755677735.386919,2905.1317581,0.037350546568632126,,,-1.0331019163131714,0.04211816191673279,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6400,,-64.81790176925435,-1.7431058883666992,,6400,1755677740.4926105,2909.906648,0.02517028898000717,,,-1.1889891624450684,0.03778332471847534,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6410,,-64.81790176925435,-1.7514889240264893,,6410,1755677745.2672522,2914.8527512,0.020554134622216225,,,-1.1914007663726807,0.05025263503193855,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6450,,-48.811815864626375,-1.6984065771102905,,6450,1755677765.488824,2934.8216711,0.030014600604772568,,,-1.1410926580429077,0.061894383281469345,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6460,,-48.811815864626375,-1.7549769878387451,,6460,1755677770.1822789,2939.8064272,0.030873704701662064,,,-1.1793924570083618,0.06491994857788086,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6490,,-50.65052111841649,-1.6318482160568237,,6490,1755677784.8324652,2954.0772377,0.027233008295297623,,,-1.0025544166564941,0.052274323999881744,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6530,,-44.22327995286323,-1.6513992547988892,,6530,1755677807.4365993,2977.0472504,0.03239653259515762,,,-1.1777006387710571,0.04141305759549141,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6540,,-44.22327995286323,-1.6807224750518799,,6540,1755677812.407969,2982.4053706,0.025000905618071556,,,-1.2027652263641357,0.054706186056137085,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6560,,-40.56189891508091,-1.7168281078338623,,6560,1755677822.454658,2991.7185289,0.026459412649273872,,,-1.0588245391845703,0.06992234289646149,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6580,,-40.71807585345901,-1.7311307191848755,,6580,1755677831.9256368,3001.2469308,0.02564121037721634,,,-1.0951484441757202,0.05162409320473671,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6600,,-40.99031570011275,-1.5972867012023926,,6600,1755677841.6140287,3010.7893501,0.025241347029805183,,,-1.0636091232299805,0.05525636672973633,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6610,,-40.99031570011275,-1.6683615446090698,,6610,1755677846.149891,3015.6434962,0.035129040479660034,,,-1.1318706274032593,0.07550463825464249,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6620,,-40.99031570011275,-1.5453063249588013,,6620,1755677851.00355,3020.4385025,0.031943440437316895,,,-1.046180009841919,0.042359624058008194,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6630,,-40.56588629444726,-1.6260737180709839,,6630,1755677855.7984948,3025.149474,0.030490320175886154,,,-1.0869107246398926,0.07534709572792053,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6640,,-40.56588629444726,-1.5352983474731445,,6640,1755677860.5102167,3030.0705015,0.030993958935141563,,,-0.9845239520072937,0.05460513383150101,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6650,,-42.116544216731214,-1.7577390670776367,,6650,1755677865.4303465,3035.0323923,0.03438441827893257,,,-1.1039726734161377,0.0815495178103447,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6660,,-42.116544216731214,-1.6731663942337036,,6660,1755677870.3927777,3039.8966573,0.02379954233765602,,,-1.0909281969070435,0.0561065636575222,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6670,,-42.116544216731214,-1.6967554092407227,,6670,1755677875.2569966,3044.9526615,0.022461488842964172,,,-1.1752909421920776,0.03781906142830849,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6690,,-50.57809453413866,-1.6812515258789062,,6690,1755677885.195047,3055.0797038,0.03579726070165634,,,-1.0850294828414917,0.06076716259121895,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6710,,-52.89285128954525,-1.664454460144043,,6710,1755677895.0320287,3064.614149,0.023449042811989784,,,-1.1278200149536133,0.03255314379930496,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6720,,-52.89285128954525,-1.6891800165176392,,6720,1755677899.9744105,3069.7888165,0.030327605083584785,,,-1.1481494903564453,0.04918494075536728,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6730,,-68.63407892910658,-1.6794227361679077,,6730,1755677905.149563,3074.7461574,0.019899357110261917,,,-1.1273324489593506,0.04683922231197357,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6750,,-61.38580564545405,-1.5978163480758667,,6750,1755677914.955194,3084.3159573,0.023864421993494034,,,-1.0614523887634277,0.052999138832092285,ma_dqn_hypergraph_gat__1__1755674832
25.0,,0.05,-12.938163094057092,6774,-132.4004917914723,,,-12.938163094057092,6774,1755677928.55413,3096.8081566,,"{'size': 84, 'nrows': 3, 'sha256': '429e41d5f6897308caf40aba62a10275a8a851e6524299fc2319cfc986aa9f36', '_latest_artifact_path': 'wandb-client-artifact://cq65a5hyjnytcrnvvb0viyuert6eswik9ynhblj9zjor36yvf5oitfd1x6kh1x8ivydp4hmm1eegwmdrk4mtpv244chvlahohux2df3npeybz5t85zk54rmi9mihs1uf:latest/speaker_action_distribution_table.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://7yj9cvjvuqiqx7d0hv2nhzrs2u9b3q48lz2r1mmxx608iabqmrp49m7p3w94qs24zar0aw1bntgnt42lotc6pgp7w8chs02tux5flz6w93gnk9tf3cc1ar9yr4w8esae/speaker_action_distribution_table.table.json', '_type': 'table-file', 'ncols': 2, 'path': 'media/table/speaker_action_distribution_table_6774_429e41d5f6897308caf4.table.json'}","{'_latest_artifact_path': 'wandb-client-artifact://zwe243ram1bj6689gajv1newm0npztstskd4s7blq1rlgpyqa7ufvr8mj4dbrinc6kct44gzjjwxnnlro4q1zgjvc6r4t7zswyvi5z0zpee5kcb1l5bm73dqqxah0n34:latest/listener_action_distribution_table.table.json', 'sha256': '02401cbadcfe7373d4080aa27d70123d9a18d980786446930dfc5386d02a0915', '_type': 'table-file', 'nrows': 5, 'path': 'media/table/listener_action_distribution_table_6774_02401cbadcfe7373d408.table.json', 'ncols': 2, 'artifact_path': 'wandb-client-artifact://3muokkokg2anu5zj61llzezmwlscq7pk9lowwcjc5r4xwznwa8i96fjk57a6gm1e0msctxbhvh7vs5ly8lm20hpv3dvl6338s0bhuwdsw94tdhftrxhbebkwurzupwt4/listener_action_distribution_table.table.json', 'size': 108, 'log_mode': 'IMMUTABLE'}",,,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6780,,-67.66734698005715,-1.8026779890060425,,6780,1755677932.1681764,3102.4091786,0.026252245530486107,,,-1.2076380252838135,0.04880427569150925,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6800,,-64.44585858802158,-1.6187022924423218,,6800,1755677941.5213428,3110.467741,0.03194597736001015,,,-1.0858618021011353,0.05984117090702057,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6820,,-64.44585858802158,-1.725892424583435,,6820,1755677950.4821098,3119.5946235,0.030753998085856438,,,-1.212416172027588,0.06710219383239746,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6830,,-67.5751127004555,-1.5445293188095093,,6830,1755677954.955005,3124.0257121,0.025692006573081017,,,-0.9929698705673218,0.037306394428014755,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6840,,-67.5751127004555,-1.7182729244232178,,6840,1755677959.3859746,3128.7528478,0.031132545322179794,,,-1.1095807552337646,0.05408244952559471,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6850,,-69.13777464380743,-1.791868805885315,,6850,1755677964.1137345,3133.3937844,0.021450262516736984,,,-1.145121455192566,0.060170188546180725,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6860,,-69.13777464380743,-1.7320799827575684,,6860,1755677968.7537374,3138.026726,0.03222862631082535,,,-1.1365983486175537,0.07418681681156158,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6880,,-68.40823337206761,-1.5294688940048218,,6880,1755677978.3869588,3147.7113322,0.026276767253875732,,,-1.0207363367080688,0.047737881541252136,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6890,,-68.40823337206761,-1.722104549407959,,6890,1755677983.071656,3152.6700533,0.03169459104537964,,,-1.202103853225708,0.08708405494689941,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6910,,-66.49886216619788,-1.790360450744629,,6910,1755677992.877371,3162.2741557,0.027864698320627213,,,-1.2580286264419556,0.0754598081111908,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6940,,-64.93433369947171,-1.732029676437378,,6940,1755678007.6203256,3177.4261424,0.02264176309108734,,,-1.0598140954971313,0.044500648975372314,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6950,,-62.59555718395001,-1.6779630184173584,,6950,1755678012.7862897,3182.3515765,0.024532869458198547,,,-1.1061598062515259,0.04276702553033829,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,6970,,-62.59555718395001,-1.7204140424728394,,6970,1755678022.4934645,3192.1338982,0.020156946033239365,,,-1.1448372602462769,0.04979145899415016,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7000,,-57.04963343067493,-1.5448592901229858,,7000,1755678037.0984037,3206.2317306,0.02645891346037388,,,-1.07528555393219,0.045961104333400726,ma_dqn_hypergraph_gat__1__1755674832
25.0,,0.05,-3.844425476175263,7024,-31.641810717569854,,,-3.844425476175263,7024,1755678049.957506,3218.3644117,,"{'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://qubgtmciy0tvd6t31707n7m6owfk1390pes4mkhcdp8wpzoeam6fc79y4g28dc89wo3gl3ycz78fbchye92g2wwxjmwhr65tgze3i0w3ugvnm7p18e5bgsrz103ykk3j/speaker_action_distribution_table.table.json', 'size': 82, 'sha256': '4704aff197f3deb5182080ebb2834cf0b54f14c17dab79f9e225ec7c1142437e', '_type': 'table-file', 'nrows': 3, '_latest_artifact_path': 'wandb-client-artifact://wzez8fe9mhyrp60lmyp2yfpyrej6b4a20aw1ohrxx04glnirtr8tdbvgzwzeb1jsng5irpflioeh6jpyp9p0pvps5obi4j889ygg2eb95zmn0jp8k70xr9nor89conj8:latest/speaker_action_distribution_table.table.json', 'ncols': 2, 'path': 'media/table/speaker_action_distribution_table_7024_4704aff197f3deb51820.table.json'}","{'sha256': '4cc01ada33c0eb6a633f3e921cb40a94bcc8576dac37697a7aeee5e04dd96b58', 'size': 103, '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'nrows': 5, 'ncols': 2, '_latest_artifact_path': 'wandb-client-artifact://8ba7gfsybru3vzjp424ngknp2j6qwshukct08fngz0pcdhdvw364vc6ioghy7e25ahqscn0ca7uny3l399wohny0e14xdimwu13fohgjha5ibvdlew668fbkri90c7ln:latest/listener_action_distribution_table.table.json', 'path': 'media/table/listener_action_distribution_table_7024_4cc01ada33c0eb6a633f.table.json', 'artifact_path': 'wandb-client-artifact://ohofdzh63gst37rvugah8jfp1iihmb792fyspw6ugnnuwhtdygb3xhlvggbosrrmbpm050hkw3989smx4j2a271w5jprm15eeivzxfncho0czdj8imvi0hpntj6f9sen/listener_action_distribution_table.table.json'}",,,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7030,,-46.97376532328469,-1.733965277671814,,7030,1755678053.7242668,3223.84845,0.03328697010874748,,,-1.0951569080352783,0.08557939529418945,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7040,,-46.97376532328469,-1.7973111867904663,,7040,1755678059.2085187,3228.6677251,0.030630990862846375,,,-1.148883581161499,0.06460965424776077,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7090,,-69.89365816793322,-1.8437047004699707,,7090,1755678082.851564,3252.5314256,0.025691574439406395,,,-1.214674472808838,0.07684740424156189,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7100,,-67.60923981918238,-1.8040664196014404,,7100,1755678087.8913991,3257.1443007,0.02077970653772354,,,-1.1851364374160767,0.06473030894994736,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7110,,-67.60923981918238,-1.6873985528945923,,7110,1755678092.5045726,3261.9184177,0.021403145045042038,,,-1.0549274682998657,0.06086044758558273,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7120,,-67.60923981918238,-1.8449699878692627,,7120,1755678097.278489,3267.0507611,0.02838428132236004,,,-1.200279951095581,0.048631176352500916,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7130,,-81.71397129976005,-1.7242717742919922,,7130,1755678102.4108293,3271.845531,0.03405888006091118,,,-1.1492208242416382,0.03262130543589592,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7140,,-81.71397129976005,-1.827016830444336,,7140,1755678107.2055676,3276.7602426,0.020757650956511497,,,-1.2108911275863647,0.06159112602472305,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7150,,-92.23954149019106,-1.6727380752563477,,7150,1755678112.1204462,3281.616114,0.024967171251773834,,,-1.0812103748321533,0.04556124284863472,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7160,,-92.23954149019106,-1.727715253829956,,7160,1755678116.9763446,3286.3346783,0.02669292315840721,,,-1.0899704694747925,0.06999583542346954,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7170,,-92.23954149019106,-1.8089520931243896,,7170,1755678121.6947856,3291.2428151,0.024619588628411293,,,-1.2381258010864258,0.05895603820681572,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7180,,-89.68853965428738,-1.6634199619293213,,7180,1755678126.602881,3295.9395146,0.03425304964184761,,,-1.1336742639541626,0.05358976870775223,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7200,,-88.5810473660297,-1.7609339952468872,,7200,1755678136.1122227,3305.366938,0.024994224309921265,,,-1.1076393127441406,0.029422741383314133,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7210,,-88.5810473660297,-1.6250524520874023,,7210,1755678140.7273693,3309.6923892,0.027677761390805244,,,-1.005129337310791,0.06891460716724396,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7240,,-88.90911048206213,-1.9453980922698975,,7240,1755678154.4464068,3324.1917307,0.024060850962996483,,,-1.332139253616333,0.0580623522400856,ma_dqn_hypergraph_gat__1__1755674832
,2.0,0.05,,7250,,-98.34365078870836,-1.8572704792022705,,7250,1755678159.5516927,3328.974469,0.016014287248253822,,,-1.2491728067398071,0.04901277273893356,ma_dqn_hypergraph_gat__1__1755674832
